productid,date,item,transid,month,weekday
8147,05/26/2014,bottled water,258116216,5,Monday
3730,12/10/2014,canned fruit,379316414,12,Wednesday
1865,05/30/2014,brown bread,169016220,5,Friday
7665,12/20/2014,margarine,349616424,12,Saturday
9048,09/27/2014,sugar,452616340,9,Saturday
3198,4/2/2014,waffles,412916162,4,Wednesday
9454,10/29/2014,pudding powder,176116372,10,Wednesday
3059,08/16/2014,coffee,349816298,8,Saturday
7665,03/31/2014,margarine,265616160,3,Monday
3893,3/3/2014,domestic eggs,426216132,3,Monday
1733,01/24/2014,other vegetables,328916094,1,Friday
8730,10/23/2014,rolls/buns,167916366,10,Thursday
2977,1/6/2014,soft cheese,259416076,1,Monday
3059,06/18/2014,coffee,453816239,6,Wednesday
3277,10/25/2014,white bread,494116368,10,Saturday
1172,7/6/2014,shopping bags,456416257,7,Sunday
7353,9/4/2014,ice cream,429016317,9,Thursday
3059,1/2/2014,coffee,220216072,1,Thursday
5443,08/19/2014,candles,234316301,8,Tuesday
8274,08/25/2014,napkins,220916307,8,Monday
2932,10/2/2014,long life bakery product,140416345,10,Thursday
8730,11/12/2014,rolls/buns,391416386,11,Wednesday
5930,5/6/2014,bottled beer,406516196,5,Tuesday
8155,8/4/2014,sliced cheese,422016286,8,Monday
4155,5/8/2014,oil,107416198,5,Thursday
7333,12/9/2014,detergent,243416413,12,Tuesday
2932,07/28/2014,long life bakery product,263316279,7,Monday
4155,11/18/2014,oil,114316392,11,Tuesday
5004,06/22/2014,sweet spreads,376716243,6,Sunday
8730,08/28/2014,rolls/buns,266116310,8,Thursday
8853,12/24/2014,whipped/sour cream,209316428,12,Wednesday
2387,11/23/2014,dishes,269616397,11,Sunday
8730,01/13/2014,rolls/buns,292716083,1,Monday
1172,12/21/2014,shopping bags,400316425,12,Sunday
5655,1/8/2014,soda,345116078,1,Wednesday
1172,06/16/2014,shopping bags,175016237,6,Monday
2703,05/25/2014,yogurt,108516215,5,Sunday
1172,06/28/2014,shopping bags,203416249,6,Saturday
7665,02/21/2014,margarine,467616122,2,Friday
6348,12/2/2014,Instant food products,413216406,12,Tuesday
1172,06/16/2014,shopping bags,282216237,6,Monday
8014,05/31/2014,chocolate,364516221,5,Saturday
5409,03/26/2014,pasta,144616155,3,Wednesday
3695,02/22/2014,cling film/bags,222216123,2,Saturday
4155,8/4/2014,oil,442616286,8,Monday
2789,09/30/2014,newspapers,185416343,9,Tuesday
4155,2/5/2014,oil,464516106,2,Wednesday
5655,9/3/2014,soda,267416316,9,Wednesday
9048,12/1/2014,sugar,136916405,12,Monday
8014,07/19/2014,chocolate,432516270,7,Saturday
2155,06/28/2014,fruit/vegetable juice,433516249,6,Saturday
2932,1/9/2014,long life bakery product,264216079,1,Thursday
5294,02/15/2014,mustard,131816116,2,Saturday
3277,5/8/2014,white bread,106216198,5,Thursday
8274,03/20/2014,napkins,413116149,3,Thursday
2155,11/13/2014,fruit/vegetable juice,379316387,11,Thursday
5655,9/6/2014,soda,261816319,9,Saturday
9782,6/3/2014,specialty bar,409016224,6,Tuesday
1172,5/5/2014,shopping bags,148016195,5,Monday
5655,06/21/2014,soda,407816242,6,Saturday
8147,06/19/2014,bottled water,281716240,6,Thursday
1865,4/2/2014,brown bread,199916162,4,Wednesday
1172,03/27/2014,shopping bags,249016156,3,Thursday
5930,12/23/2014,bottled beer,199116427,12,Tuesday
3638,4/3/2014,hygiene articles,415616163,4,Thursday
5949,04/28/2014,sauces,121516188,4,Monday
7240,11/26/2014,frozen meals,161216400,11,Wednesday
2155,02/18/2014,fruit/vegetable juice,349516119,2,Tuesday
8479,04/29/2014,canned beer,374916189,4,Tuesday
8147,02/26/2014,bottled water,151416127,2,Wednesday
5655,11/20/2014,soda,289216394,11,Thursday
4010,05/26/2014,female sanitary products,456216216,5,Monday
8269,11/21/2014,hard cheese,256816395,11,Friday
3198,1/11/2014,waffles,275016081,1,Saturday
7762,2/11/2014,salty snack,434816112,2,Tuesday
7610,09/22/2014,popcorn,424116335,9,Monday
7665,10/30/2014,margarine,270716373,10,Thursday
6095,02/15/2014,butter,444116116,2,Saturday
1172,07/21/2014,shopping bags,164616272,7,Monday
5655,12/8/2014,soda,442716412,12,Monday
9048,05/26/2014,sugar,376416216,5,Monday
9970,01/23/2014,white wine,468016093,1,Thursday
5443,08/17/2014,candles,215516299,8,Sunday
2199,11/1/2014,whole milk,451016375,11,Saturday
8147,7/10/2014,bottled water,340016261,7,Thursday
5655,04/29/2014,soda,397516189,4,Tuesday
2789,11/10/2014,newspapers,377516384,11,Monday
8155,2/10/2014,sliced cheese,489316111,2,Monday
1865,12/7/2014,brown bread,187016411,12,Sunday
5655,02/22/2014,soda,138416123,2,Saturday
2199,9/7/2014,whole milk,435716320,9,Sunday
1882,7/1/2014,rice,203516252,7,Tuesday
7665,12/8/2014,margarine,171516412,12,Monday
8274,07/14/2014,napkins,455716265,7,Monday
5655,09/18/2014,soda,423516331,9,Thursday
3357,04/25/2014,canned fish,404116185,4,Friday
2224,10/8/2014,UHT-milk,393716351,10,Wednesday
8274,06/22/2014,napkins,457716243,6,Sunday
3277,4/2/2014,white bread,156116162,4,Wednesday
8014,1/10/2014,chocolate,472016080,1,Friday
7743,6/1/2014,seasonal products,186316222,6,Sunday
5948,03/24/2014,artif. sweetener,386216153,3,Monday
8479,8/5/2014,canned beer,183816287,8,Tuesday
2789,03/21/2014,newspapers,469416150,3,Friday
6095,01/21/2014,butter,346816091,1,Tuesday
1172,10/24/2014,shopping bags,487216367,10,Friday
8479,03/23/2014,canned beer,462616152,3,Sunday
5655,11/10/2014,soda,227816384,11,Monday
2155,11/15/2014,fruit/vegetable juice,475816389,11,Saturday
2199,5/8/2014,whole milk,300316198,5,Thursday
6219,09/26/2014,curd cheese,468316339,9,Friday
5294,07/26/2014,mustard,122916277,7,Saturday
2735,12/11/2014,jam,292716415,12,Thursday
1865,10/6/2014,brown bread,334116349,10,Monday
5468,2/2/2014,curd,221516103,2,Sunday
2789,5/9/2014,newspapers,171116199,5,Friday
7333,06/21/2014,detergent,349116242,6,Saturday
5652,03/18/2014,meat spreads,350516147,3,Tuesday
2199,03/14/2014,whole milk,466916143,3,Friday
8147,01/29/2014,bottled water,255716099,1,Wednesday
7969,4/4/2014,candy,428316164,4,Friday
8853,09/18/2014,whipped/sour cream,467916331,9,Thursday
2387,1/8/2014,dishes,265116078,1,Wednesday
1172,06/26/2014,shopping bags,407116247,6,Thursday
2155,12/11/2014,fruit/vegetable juice,258716415,12,Thursday
5652,06/30/2014,meat spreads,409116251,6,Monday
3638,12/12/2014,hygiene articles,300216416,12,Friday
3277,8/10/2014,white bread,203516292,8,Sunday
7240,8/5/2014,frozen meals,277216287,8,Tuesday
3357,07/31/2014,canned fish,343116282,7,Thursday
3357,07/14/2014,canned fish,216616265,7,Monday
2155,7/7/2014,fruit/vegetable juice,468816258,7,Monday
2155,10/16/2014,fruit/vegetable juice,158516359,10,Thursday
9970,08/21/2014,white wine,130816303,8,Thursday
3893,09/30/2014,domestic eggs,419016343,9,Tuesday
3530,09/21/2014,cake bar,361116334,9,Sunday
8269,12/2/2014,hard cheese,393316406,12,Tuesday
5655,2/6/2014,soda,387716107,2,Thursday
2155,08/27/2014,fruit/vegetable juice,478716309,8,Wednesday
1603,6/2/2014,brandy,206316223,6,Monday
2703,2/9/2014,yogurt,194016110,2,Sunday
8073,08/16/2014,chewing gum,299316298,8,Saturday
1172,02/18/2014,shopping bags,231616119,2,Tuesday
1108,08/16/2014,male cosmetics,217516298,8,Saturday
8010,05/23/2014,flower (seeds),444516213,5,Friday
7029,4/4/2014,cereals,381216164,4,Friday
7240,05/29/2014,frozen meals,457716219,5,Thursday
1733,08/13/2014,other vegetables,324816295,8,Wednesday
8730,12/12/2014,rolls/buns,482116416,12,Friday
3893,01/28/2014,domestic eggs,283516098,1,Tuesday
5443,2/10/2014,candles,199816111,2,Monday
2703,02/15/2014,yogurt,308016116,2,Saturday
2932,12/26/2014,long life bakery product,386416430,12,Friday
7981,7/6/2014,kitchen towels,141016257,7,Sunday
7353,12/26/2014,ice cream,403716430,12,Friday
5739,06/17/2014,cream cheese,169616238,6,Tuesday
5409,7/7/2014,pasta,367816258,7,Monday
2400,5/5/2014,misc. beverages,264416195,5,Monday
9782,04/23/2014,specialty bar,178616183,4,Wednesday
2155,11/27/2014,fruit/vegetable juice,235716401,11,Thursday
4661,06/20/2014,roll products,447816241,6,Friday
3578,12/17/2014,butter milk,429416421,12,Wednesday
5949,01/23/2014,sauces,190816093,1,Thursday
2932,3/11/2014,long life bakery product,480016140,3,Tuesday
8147,3/8/2014,bottled water,426516137,3,Saturday
8155,05/23/2014,sliced cheese,473516213,5,Friday
1882,02/18/2014,rice,129016119,2,Tuesday
5655,06/13/2014,soda,363316234,6,Friday
7665,02/24/2014,margarine,499216125,2,Monday
7606,12/18/2014,salt,106916422,12,Thursday
2932,04/27/2014,long life bakery product,156316187,4,Sunday
1851,4/11/2014,root vegetables,414616171,4,Friday
2977,08/20/2014,soft cheese,474516302,8,Wednesday
7743,4/1/2014,seasonal products,213816161,4,Tuesday
2703,04/24/2014,yogurt,320716184,4,Thursday
5655,05/22/2014,soda,267216212,5,Thursday
8919,06/19/2014,specialty chocolate,108716240,6,Thursday
1902,6/1/2014,processed cheese,225916222,6,Sunday
2155,2/4/2014,fruit/vegetable juice,259716105,2,Tuesday
2932,09/28/2014,long life bakery product,271316341,9,Sunday
8014,06/30/2014,chocolate,338916251,6,Monday
8014,07/23/2014,chocolate,485316274,7,Wednesday
2199,07/28/2014,whole milk,478816279,7,Monday
2155,02/26/2014,fruit/vegetable juice,295716127,2,Wednesday
2199,09/30/2014,whole milk,413416343,9,Tuesday
9038,9/11/2014,frozen fish,377316324,9,Thursday
3198,04/13/2014,waffles,430916173,4,Sunday
8730,10/18/2014,rolls/buns,495916361,10,Saturday
1312,02/13/2014,soups,189516114,2,Thursday
8014,03/28/2014,chocolate,182416157,3,Friday
7743,3/2/2014,seasonal products,450416131,3,Sunday
7665,04/23/2014,margarine,410916183,4,Wednesday
2703,03/14/2014,yogurt,354916143,3,Friday
8479,08/16/2014,canned beer,129316298,8,Saturday
6059,10/26/2014,pot plants,200616369,10,Sunday
8730,05/27/2014,rolls/buns,291816217,5,Tuesday
1172,10/25/2014,shopping bags,425016368,10,Saturday
5468,01/30/2014,curd,114616100,1,Thursday
9782,8/7/2014,specialty bar,117316289,8,Thursday
3578,10/29/2014,butter milk,432416372,10,Wednesday
8853,10/28/2014,whipped/sour cream,339716371,10,Tuesday
5739,04/15/2014,cream cheese,499016175,4,Tuesday
3198,05/28/2014,waffles,254816218,5,Wednesday
8147,10/31/2014,bottled water,443316374,10,Friday
2789,11/8/2014,newspapers,291216382,11,Saturday
8093,3/4/2014,pastry,366116133,3,Tuesday
2789,1/8/2014,newspapers,340216078,1,Wednesday
8093,05/28/2014,pastry,465016218,5,Wednesday
2155,11/8/2014,fruit/vegetable juice,489016382,11,Saturday
8730,08/14/2014,rolls/buns,174816296,8,Thursday
2932,05/30/2014,long life bakery product,460616220,5,Friday
5294,04/13/2014,mustard,307916173,4,Sunday
6098,4/7/2014,baking powder,390316167,4,Monday
1341,5/4/2014,dish cleaner,422116194,5,Sunday
4155,6/12/2014,oil,106616233,6,Thursday
8730,03/28/2014,rolls/buns,476216157,3,Friday
1902,12/10/2014,processed cheese,495516414,12,Wednesday
5739,08/15/2014,cream cheese,141616297,8,Friday
9038,05/23/2014,frozen fish,476116213,5,Friday
7665,8/7/2014,margarine,395616289,8,Thursday
8093,09/21/2014,pastry,412516334,9,Sunday
8010,11/22/2014,flower (seeds),347016396,11,Saturday
1592,12/9/2014,dessert,189916413,12,Tuesday
6095,01/22/2014,butter,224116092,1,Wednesday
2789,8/7/2014,newspapers,244916289,8,Thursday
1865,07/22/2014,brown bread,361816273,7,Tuesday
3893,12/24/2014,domestic eggs,151016428,12,Wednesday
2155,03/21/2014,fruit/vegetable juice,280416150,3,Friday
3981,02/16/2014,pickled vegetables,376916117,2,Sunday
7762,12/6/2014,salty snack,443516410,12,Saturday
5930,8/11/2014,bottled beer,164116293,8,Monday
8093,12/15/2014,pastry,179816419,12,Monday
2789,1/9/2014,newspapers,462316079,1,Thursday
5655,06/24/2014,soda,249616245,6,Tuesday
8853,10/14/2014,whipped/sour cream,411216357,10,Tuesday
5949,2/7/2014,sauces,161716108,2,Friday
8147,08/28/2014,bottled water,284916310,8,Thursday
8147,08/19/2014,bottled water,242616301,8,Tuesday
2977,11/23/2014,soft cheese,189516397,11,Sunday
3578,01/16/2014,butter milk,211816086,1,Thursday
7969,08/19/2014,candy,459016301,8,Tuesday
3227,8/11/2014,flour,185116293,8,Monday
5655,04/17/2014,soda,118616177,4,Thursday
6059,10/19/2014,pot plants,265616362,10,Sunday
2789,08/14/2014,newspapers,356316296,8,Thursday
4040,04/26/2014,ready soups,398916186,4,Saturday
8093,08/26/2014,pastry,139316308,8,Tuesday
2703,4/2/2014,yogurt,170616162,4,Wednesday
1172,11/12/2014,shopping bags,211116386,11,Wednesday
8014,4/6/2014,chocolate,359316166,4,Sunday
2703,09/29/2014,yogurt,425516342,9,Monday
1592,03/18/2014,dessert,408916147,3,Tuesday
8853,2/12/2014,whipped/sour cream,386116113,2,Wednesday
8853,10/16/2014,whipped/sour cream,135816359,10,Thursday
8853,04/21/2014,whipped/sour cream,301616181,4,Monday
9038,01/28/2014,frozen fish,456316098,1,Tuesday
7333,01/29/2014,detergent,107416099,1,Wednesday
8269,2/1/2014,hard cheese,493316102,2,Saturday
5409,05/23/2014,pasta,409616213,5,Friday
2199,06/29/2014,whole milk,208716250,6,Sunday
5443,05/27/2014,candles,276616217,5,Tuesday
1172,04/22/2014,shopping bags,223616182,4,Tuesday
3638,2/4/2014,hygiene articles,165116105,2,Tuesday
4661,2/12/2014,roll products,242316113,2,Wednesday
5655,07/17/2014,soda,242016268,7,Thursday
7969,02/13/2014,candy,414516114,2,Thursday
5655,4/9/2014,soda,261616169,4,Wednesday
7333,09/20/2014,detergent,432316333,9,Saturday
7461,11/24/2014,frozen vegetables,179216398,11,Monday
1902,11/26/2014,processed cheese,297716400,11,Wednesday
6095,01/31/2014,butter,437516101,1,Friday
8147,2/3/2014,bottled water,223216104,2,Monday
3198,01/17/2014,waffles,290516087,1,Friday
6059,03/19/2014,pot plants,191216148,3,Wednesday
1172,11/5/2014,shopping bags,466516379,11,Wednesday
2224,04/24/2014,UHT-milk,332516184,4,Thursday
5655,02/14/2014,soda,215316115,2,Friday
6351,06/16/2014,instant coffee,179816237,6,Monday
8730,03/27/2014,rolls/buns,393416156,3,Thursday
8853,6/6/2014,whipped/sour cream,448416227,6,Friday
7893,5/8/2014,ketchup,271316198,5,Thursday
6295,2/10/2014,specialty fat,153316111,2,Monday
1928,3/1/2014,preservation products,152916130,3,Saturday
8073,08/25/2014,chewing gum,190516307,8,Monday
3578,12/19/2014,butter milk,336116423,12,Friday
1733,09/19/2014,other vegetables,219516332,9,Friday
2155,03/17/2014,fruit/vegetable juice,322116146,3,Monday
7969,09/15/2014,candy,366716328,9,Monday
4155,02/19/2014,oil,212916120,2,Wednesday
8853,6/9/2014,whipped/sour cream,123316230,6,Monday
2224,9/1/2014,UHT-milk,267516314,9,Monday
8730,06/17/2014,rolls/buns,270116238,6,Tuesday
2932,7/9/2014,long life bakery product,178816260,7,Wednesday
2199,12/20/2014,whole milk,287616424,12,Saturday
9677,12/29/2014,onions,446516433,12,Monday
5294,12/7/2014,mustard,433016411,12,Sunday
5468,3/1/2014,curd,245916130,3,Saturday
8093,9/11/2014,pastry,173916324,9,Thursday
8014,4/7/2014,chocolate,252416167,4,Monday
2199,11/25/2014,whole milk,227316399,11,Tuesday
8390,8/12/2014,rum,455716294,8,Tuesday
2155,2/2/2014,fruit/vegetable juice,250516103,2,Sunday
8269,8/1/2014,hard cheese,388216283,8,Friday
5655,9/12/2014,soda,330816325,9,Friday
7893,08/30/2014,ketchup,260516312,8,Saturday
3277,04/21/2014,white bread,418016181,4,Monday
1851,10/14/2014,root vegetables,355116357,10,Tuesday
1733,2/2/2014,other vegetables,440616103,2,Sunday
8694,10/4/2014,condensed milk,496216347,10,Saturday
5004,04/17/2014,sweet spreads,479916177,4,Thursday
5655,10/23/2014,soda,186216366,10,Thursday
3198,2/1/2014,waffles,204316102,2,Saturday
8853,7/10/2014,whipped/sour cream,444016261,7,Thursday
6059,7/7/2014,pot plants,313916258,7,Monday
6282,10/30/2014,softener,434416373,10,Thursday
2199,12/6/2014,whole milk,161616410,12,Saturday
8147,07/29/2014,bottled water,337416280,7,Tuesday
8853,07/15/2014,whipped/sour cream,188116266,7,Tuesday
8093,01/30/2014,pastry,437216100,1,Thursday
5207,01/22/2014,cat food,403616092,1,Wednesday
8730,10/22/2014,rolls/buns,232516365,10,Wednesday
8274,07/27/2014,napkins,195116278,7,Sunday
3893,10/27/2014,domestic eggs,186216370,10,Monday
8853,06/16/2014,whipped/sour cream,187716237,6,Monday
1865,04/17/2014,brown bread,323616177,4,Thursday
2703,6/2/2014,yogurt,206816223,6,Monday
8730,5/8/2014,rolls/buns,138816198,5,Thursday
2703,05/27/2014,yogurt,401416217,5,Tuesday
1865,8/8/2014,brown bread,171916290,8,Friday
8093,10/28/2014,pastry,416716371,10,Tuesday
3198,9/4/2014,waffles,309916317,9,Thursday
7461,2/3/2014,frozen vegetables,199816104,2,Monday
5739,07/27/2014,cream cheese,363016278,7,Sunday
7461,2/1/2014,frozen vegetables,136516102,2,Saturday
8853,11/4/2014,whipped/sour cream,287816378,11,Tuesday
7665,02/14/2014,margarine,315816115,2,Friday
6059,10/13/2014,pot plants,384216356,10,Monday
9677,10/31/2014,onions,273816374,10,Friday
3277,6/11/2014,white bread,459516232,6,Wednesday
7762,12/16/2014,salty snack,197916420,12,Tuesday
2199,12/3/2014,whole milk,341116407,12,Wednesday
5655,10/20/2014,soda,470316363,10,Monday
3277,11/30/2014,white bread,161516404,11,Sunday
8919,3/8/2014,specialty chocolate,171016137,3,Saturday
6095,07/18/2014,butter,269916269,7,Friday
1851,2/4/2014,root vegetables,185916105,2,Tuesday
1172,10/30/2014,shopping bags,199716373,10,Thursday
8147,1/9/2014,bottled water,485216079,1,Thursday
7271,07/22/2014,beverages,489316273,7,Tuesday
1172,3/12/2014,shopping bags,498516141,3,Wednesday
1733,08/16/2014,other vegetables,442816298,8,Saturday
3277,5/9/2014,white bread,197916199,5,Friday
1312,1/4/2014,soups,284716074,1,Saturday
5468,1/10/2014,curd,387916080,1,Friday
8147,03/30/2014,bottled water,473516159,3,Sunday
5949,10/14/2014,sauces,203816357,10,Tuesday
8853,12/19/2014,whipped/sour cream,213216423,12,Friday
6423,05/27/2014,light bulbs,356016217,5,Tuesday
5655,10/18/2014,soda,135416361,10,Saturday
8093,05/28/2014,pastry,423016218,5,Wednesday
8919,3/2/2014,specialty chocolate,458216131,3,Sunday
5655,10/16/2014,soda,466016359,10,Thursday
1592,04/21/2014,dessert,225516181,4,Monday
2199,04/26/2014,whole milk,486216186,4,Saturday
5655,3/2/2014,soda,160516131,3,Sunday
3695,1/11/2014,cling film/bags,140316081,1,Saturday
1865,12/27/2014,brown bread,119216431,12,Saturday
9048,07/20/2014,sugar,161716271,7,Sunday
8853,01/19/2014,whipped/sour cream,280616089,1,Sunday
8093,11/20/2014,pastry,274916394,11,Thursday
8853,11/22/2014,whipped/sour cream,484016396,11,Saturday
8093,5/7/2014,pastry,138116197,5,Wednesday
2155,06/19/2014,fruit/vegetable juice,193216240,6,Thursday
7184,11/25/2014,semi-finished bread,412416399,11,Tuesday
2294,08/21/2014,make up remover,141216303,8,Thursday
2977,12/16/2014,soft cheese,184116420,12,Tuesday
6095,07/15/2014,butter,173616266,7,Tuesday
2199,06/22/2014,whole milk,179816243,6,Sunday
1341,5/1/2014,dish cleaner,100416191,5,Thursday
1172,6/10/2014,shopping bags,158216231,6,Tuesday
8093,02/13/2014,pastry,366416114,2,Thursday
8730,09/29/2014,rolls/buns,222516342,9,Monday
8730,04/29/2014,rolls/buns,317516189,4,Tuesday
3638,1/5/2014,hygiene articles,189116075,1,Sunday
3277,05/17/2014,white bread,430616207,5,Saturday
1865,4/1/2014,brown bread,154516161,4,Tuesday
8919,12/5/2014,specialty chocolate,174116409,12,Friday
8014,09/27/2014,chocolate,328916340,9,Saturday
8073,7/3/2014,chewing gum,213916254,7,Thursday
8853,06/14/2014,whipped/sour cream,436216235,6,Saturday
7461,05/24/2014,frozen vegetables,437116214,5,Saturday
4155,9/9/2014,oil,420616322,9,Tuesday
2789,02/21/2014,newspapers,318516122,2,Friday
2735,06/26/2014,jam,244016247,6,Thursday
2400,8/9/2014,misc. beverages,382716291,8,Saturday
5207,04/13/2014,cat food,194916173,4,Sunday
1172,01/20/2014,shopping bags,341016090,1,Monday
8274,01/24/2014,napkins,353016094,1,Friday
4155,10/3/2014,oil,469616346,10,Friday
3981,3/1/2014,pickled vegetables,296316130,3,Saturday
9048,08/21/2014,sugar,239616303,8,Thursday
5207,02/25/2014,cat food,191316126,2,Tuesday
5930,12/27/2014,bottled beer,465716431,12,Saturday
1865,4/1/2014,brown bread,264116161,4,Tuesday
7461,01/19/2014,frozen vegetables,261516089,1,Sunday
1172,10/31/2014,shopping bags,468116374,10,Friday
3530,12/15/2014,cake bar,116916419,12,Monday
5655,7/10/2014,soda,476916261,7,Thursday
1172,05/17/2014,shopping bags,201016207,5,Saturday
3198,06/28/2014,waffles,138416249,6,Saturday
8730,8/10/2014,rolls/buns,278816292,8,Sunday
6493,2/11/2014,zwieback,462816112,2,Tuesday
6423,12/21/2014,light bulbs,383816425,12,Sunday
2789,6/7/2014,newspapers,296516228,6,Saturday
5004,02/17/2014,sweet spreads,190316118,2,Monday
3638,1/7/2014,hygiene articles,472216077,1,Tuesday
7612,07/29/2014,liquor (appetizer),420916280,7,Tuesday
2155,05/13/2014,fruit/vegetable juice,142216203,5,Tuesday
8919,03/19/2014,specialty chocolate,299516148,3,Wednesday
2789,08/18/2014,newspapers,109416300,8,Monday
8479,06/24/2014,canned beer,382716245,6,Tuesday
4643,9/1/2014,canned vegetables,384616314,9,Monday
5655,2/1/2014,soda,325916102,2,Saturday
9970,05/20/2014,white wine,427816210,5,Tuesday
1172,9/9/2014,shopping bags,219416322,9,Tuesday
8147,03/24/2014,bottled water,209416153,3,Monday
5655,04/30/2014,soda,351116190,4,Wednesday
1172,09/15/2014,shopping bags,142816328,9,Monday
8531,5/7/2014,liquor,480616197,5,Wednesday
8155,02/22/2014,sliced cheese,360716123,2,Saturday
7606,05/23/2014,salt,458716213,5,Friday
8274,11/20/2014,napkins,302816394,11,Thursday
8274,1/11/2014,napkins,130816081,1,Saturday
1890,11/3/2014,spread cheese,241716377,11,Monday
6493,1/7/2014,zwieback,257316077,1,Tuesday
2703,07/18/2014,yogurt,486216269,7,Friday
8147,06/21/2014,bottled water,119016242,6,Saturday
2703,8/3/2014,yogurt,387916285,8,Sunday
5218,09/19/2014,pet care,338316332,9,Friday
5739,10/10/2014,cream cheese,159916353,10,Friday
5655,11/28/2014,soda,468916402,11,Friday
2224,4/7/2014,UHT-milk,123316167,4,Monday
8853,01/30/2014,whipped/sour cream,130116100,1,Thursday
3981,09/22/2014,pickled vegetables,111016335,9,Monday
1902,4/12/2014,processed cheese,332016172,4,Saturday
6219,12/16/2014,curd cheese,267916420,12,Tuesday
7762,10/27/2014,salty snack,354016370,10,Monday
2703,05/17/2014,yogurt,458516207,5,Saturday
3981,12/22/2014,pickled vegetables,374316426,12,Monday
9048,01/13/2014,sugar,196116083,1,Monday
5739,5/1/2014,cream cheese,189716191,5,Thursday
2155,11/7/2014,fruit/vegetable juice,460616381,11,Friday
9048,10/14/2014,sugar,366016357,10,Tuesday
2400,6/6/2014,misc. beverages,292216227,6,Friday
3893,11/25/2014,domestic eggs,380016399,11,Tuesday
3277,11/28/2014,white bread,376216402,11,Friday
3958,03/27/2014,sparkling wine,431716156,3,Thursday
8269,4/11/2014,hard cheese,332516171,4,Friday
1733,08/26/2014,other vegetables,173116308,8,Tuesday
8093,3/8/2014,pastry,132716137,3,Saturday
8853,12/23/2014,whipped/sour cream,438716427,12,Tuesday
8479,7/11/2014,canned beer,174016262,7,Friday
1172,7/11/2014,shopping bags,100616262,7,Friday
8730,05/25/2014,rolls/buns,499316215,5,Sunday
2703,8/2/2014,yogurt,188816284,8,Saturday
7606,10/31/2014,salt,376216374,10,Friday
2703,10/1/2014,yogurt,224316344,10,Wednesday
1865,01/16/2014,brown bread,273816086,1,Thursday
1108,8/12/2014,male cosmetics,386916294,8,Tuesday
2789,05/26/2014,newspapers,292416216,5,Monday
8730,10/4/2014,rolls/buns,461316347,10,Saturday
5655,10/18/2014,soda,342116361,10,Saturday
9196,08/28/2014,vinegar,476416310,8,Thursday
5655,10/27/2014,soda,480016370,10,Monday
3747,08/20/2014,abrasive cleaner,128816302,8,Wednesday
7461,6/6/2014,frozen vegetables,219416227,6,Friday
8014,8/12/2014,chocolate,207216294,8,Tuesday
1172,2/3/2014,shopping bags,295016104,2,Monday
8730,7/6/2014,rolls/buns,168116257,7,Sunday
7606,07/20/2014,salt,395716271,7,Sunday
8128,10/13/2014,packaged fruit/vegetables,100416356,10,Monday
2155,4/12/2014,fruit/vegetable juice,404816172,4,Saturday
3893,04/17/2014,domestic eggs,230916177,4,Thursday
3277,2/6/2014,white bread,323816107,2,Thursday
8093,10/20/2014,pastry,361316363,10,Monday
2932,8/11/2014,long life bakery product,171616293,8,Monday
5443,06/25/2014,candles,366916246,6,Wednesday
7969,09/13/2014,candy,480616326,9,Saturday
8479,11/13/2014,canned beer,143416387,11,Thursday
4155,2/1/2014,oil,397716102,2,Saturday
2387,01/14/2014,dishes,408616084,1,Tuesday
3981,06/22/2014,pickled vegetables,335716243,6,Sunday
1172,10/8/2014,shopping bags,215916351,10,Wednesday
7353,09/25/2014,ice cream,298416338,9,Thursday
8730,01/15/2014,rolls/buns,135116085,1,Wednesday
5655,05/29/2014,soda,135916219,5,Thursday
8730,8/10/2014,rolls/buns,363616292,8,Sunday
7029,4/11/2014,cereals,378316171,4,Friday
2789,6/2/2014,newspapers,280716223,6,Monday
8730,02/15/2014,rolls/buns,396016116,2,Saturday
1851,06/23/2014,root vegetables,423316244,6,Monday
5468,10/5/2014,curd,368316348,10,Sunday
1865,9/7/2014,brown bread,483816320,9,Sunday
9825,01/21/2014,specialty cheese,277916091,1,Tuesday
1172,3/2/2014,shopping bags,429716131,3,Sunday
7461,8/9/2014,frozen vegetables,125816291,8,Saturday
5655,11/25/2014,soda,275516399,11,Tuesday
5655,01/17/2014,soda,234016087,1,Friday
8147,5/9/2014,bottled water,169016199,5,Friday
5468,9/8/2014,curd,259216321,9,Monday
9048,1/12/2014,sugar,295216082,1,Sunday
2199,12/25/2014,whole milk,324616429,12,Thursday
1172,03/15/2014,shopping bags,190016144,3,Saturday
5739,05/22/2014,cream cheese,341416212,5,Thursday
5930,8/10/2014,bottled beer,115316292,8,Sunday
3227,9/4/2014,flour,175116317,9,Thursday
7353,11/1/2014,ice cream,249916375,11,Saturday
7353,02/19/2014,ice cream,235516120,2,Wednesday
3059,09/21/2014,coffee,366016334,9,Sunday
9196,06/20/2014,vinegar,276016241,6,Friday
9677,04/24/2014,onions,102816184,4,Thursday
8147,4/3/2014,bottled water,465716163,4,Thursday
3277,3/9/2014,white bread,156916138,3,Sunday
3277,7/6/2014,white bread,373716257,7,Sunday
1592,10/1/2014,dessert,346216344,10,Wednesday
1733,11/18/2014,other vegetables,292116392,11,Tuesday
5655,3/3/2014,soda,111116132,3,Monday
4643,10/6/2014,canned vegetables,126116349,10,Monday
1882,03/31/2014,rice,157216160,3,Monday
